County,Cases,Percentage,Published_date,Source,3
Monaghan,539,2.1,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Offaly,486,1.9,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Roscommon,346,1.4,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Sligo,146,0.6,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Tipperary,543,2.1,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Waterford,160,0.6,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Westmeath,676,2.7,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Wexford,218,0.9,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Wicklow,699,2.7,,https://www.gov.ie/en/press-release/8f1f2-statement-from-the-national-public-health-emergency-team-thursday-9-july/,
Carlow,175,0.7,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Cavan,864,3.4,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Clare,368,1.4,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Cork,1543,6,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Donegal,466,1.8,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Dublin,12263,48,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Galway,487,1.9,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Kerry,310,1.2,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Kildare,1499,5.9,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Kilkenny,356,1.4,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Laois,265,1,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Leitrim,82,0.3,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Limerick,587,2.3,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Longford,287,1.1,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Louth,785,3.1,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Mayo,572,2.2,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Meath,812,3.2,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Monaghan,539,2.1,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Offaly,486,1.9,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Roscommon,346,1.4,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Sligo,146,0.6,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Tipperary,543,2.1,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Waterford,160,0.6,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Westmeath,674,2.6,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Wexford,218,0.9,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Wicklow,698,2.7,,https://www.gov.ie/en/press-release/a6cab-statement-from-the-national-public-health-emergency-team-wednesday-8-july/,
Carlow,175,0.7,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Cavan,864,3.4,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Clare,368,1.4,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Cork,1542,6,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Donegal,466,1.8,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Dublin,12255,48,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Galway,486,1.9,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Kerry,311,1.2,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Kildare,1498,5.9,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Kilkenny,356,1.4,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Laois,265,1,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Leitrim,82,0.3,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Limerick,587,2.3,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Longford,287,1.1,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Louth,782,3.1,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Mayo,572,2.2,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Meath,811,3.2,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Monaghan,538,2.1,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Offaly,486,1.9,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Roscommon,346,1.4,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Sligo,146,0.6,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Tipperary,542,2.1,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Waterford,158,0.6,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Westmeath,674,2.6,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Wexford,218,0.9,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Wicklow,699,2.7,,https://www.gov.ie/en/press-release/92a49-statement-from-the-national-public-health-emergency-team-tuesday-7-july/,
Carlow,175,0.7,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Cavan,864,3.4,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Clare,368,1.4,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Cork,1543,6,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Donegal,466,1.8,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Dublin,12270,48.1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Galway,486,1.9,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Kerry,310,1.2,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Kildare,1497,5.9,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Kilkenny,356,1.4,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Laois,265,1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Leitrim,82,0.3,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Limerick,587,2.3,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Longford,287,1.1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Louth,782,3.1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Mayo,572,2.2,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Meath,811,3.2,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Monaghan,538,2.1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Offaly,486,1.9,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Roscommon,346,1.4,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Sligo,145,0.6,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Tipperary,542,2.1,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Waterford,158,0.6,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Westmeath,674,2.6,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Wexford,218,0.9,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Wicklow,699,2.7,,https://www.gov.ie/en/press-release/bc86e-statement-from-the-national-public-health-emergency-team-monday-6-july/,
Carlow,175,0.7,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Cavan,862,3.4,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Clare,368,1.5,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Cork,1540,6,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Donegal,465,1.8,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Dublin,12262,48.1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Galway,486,1.9,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Kerry,310,1.2,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Kildare,1491,5.9,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Kilkenny,355,1.4,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Laois,265,1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Leitrim,80,0.3,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Limerick,586,2.3,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Longford,286,1.1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Louth,781,3.1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Mayo,572,2.2,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Meath,808,3.2,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Monaghan,538,2.1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Offaly,483,1.9,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Roscommon,345,1.4,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Sligo,141,0.6,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Tipperary,543,2.1,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Waterford,158,0.6,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Westmeath,673,2.6,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
Wexford,217,0.9,,https://www.gov.ie/en/press-release/4ca4a-statement-from-the-national-public-health-emergency-team-friday-3-july/,
